County,Precinct_ID,Precinct_name,Black_Male_reg,Black_Male_voted,Black_Female_reg,Black_Female_voted,Black_unknown_reg,Black_unknown_voted,White_Male_reg,White_Male_voted,White_Female_reg,White_Female_voted,White_unknown_reg,White_unknown_voted,Asian_Male_reg,Asian_Male_voted,Asian_Female_reg,Asian_Female_voted,Asian_unknown_reg,Asian_unknown_voted,Hisp_Male_reg,Hisp_Male_voted,Hisp_Female_reg,Hisp_Female_voted,Hisp_unknown_reg,Hisp_unknown_voted,NAm_Male_reg,NAm_Male_voted,NAm_Female_reg,NAm_Female_voted,NAm_unknown_reg,NAm_unknown_voted,Other_Male_reg,Other_Male_voted,Other_Female_reg,Other_Female_voted,Other_unknown_reg,Other_unknown_voted,Unknown_Male_reg,Unknown_Male_voted,Unknown_Female_reg,Unknown_Female_voted,Unknown_unknown_reg,Unknown_unknown_voted,Total_reg,Total_voted
DEKALB,fm,freedom middle,1065,514,1336,802,2,1,142,81,159,93,0,0,24,8,24,12,0,0,23,9,35,14,0,0,0,0,3,1,0,0,31,7,42,14,0,0,174,57,145,54,2,0,3207,1667
DEKALB,ga,glennwood (dec),119,60,374,193,0,0,694,470,965,697,0,0,14,9,65,32,1,1,21,10,62,30,1,0,1,0,3,2,0,0,12,8,56,33,1,1,89,46,121,70,1,0,2600,1662
DEKALB,gb,glenhaven,640,309,745,444,0,0,74,48,70,44,0,0,18,10,22,11,0,0,10,4,12,8,0,0,1,0,5,2,0,0,14,5,32,16,0,0,68,30,75,34,1,0,1787,965
DEKALB,gc,gresham road,1025,462,1268,769,0,0,373,229,377,251,0,0,15,8,12,6,0,0,27,18,27,18,0,0,2,0,2,2,0,0,28,15,43,28,0,0,196,82,189,94,0,0,3584,1982
DEKALB,gd,georgetown sq (dun),414,177,588,314,0,0,1109,596,1285,732,1,0,81,28,84,36,0,0,72,36,88,37,0,0,1,0,4,0,0,0,38,16,64,36,0,0,293,101,330,111,1,0,4453,2220
DEKALB,gf,glenwood road,763,295,1057,582,0,0,62,29,76,37,0,0,3,1,10,5,0,0,13,2,11,5,0,0,1,1,1,0,0,0,11,2,25,11,0,0,93,20,106,38,1,1,2233,1029
DEKALB,ha,hambrick elem,1068,500,1359,792,0,0,164,101,212,135,0,0,153,56,123,49,0,0,20,7,32,14,0,0,6,1,5,0,0,0,41,10,58,29,0,0,182,42,153,48,2,0,3578,1784
DEKALB,hb,hawthorne elem,526,261,744,414,0,0,1004,639,999,659,0,0,62,24,79,34,0,0,84,27,101,39,0,0,0,0,5,3,0,0,52,20,70,38,0,0,191,85,235,96,0,0,4152,2339
DEKALB,hc,henderson mill,280,140,352,209,0,0,917,642,1004,701,0,0,84,44,88,44,0,0,76,40,67,36,0,0,0,0,2,2,0,0,23,15,44,27,1,1,151,60,147,73,0,0,3236,2034
DEKALB,hf,huntley hills elem ,449,213,717,383,0,0,689,453,725,483,0,0,102,53,135,79,0,0,72,37,85,37,0,0,9,6,3,1,0,0,32,18,62,36,0,0,205,84,195,77,2,0,3482,1960
DEKALB,hg,hugh howell,238,177,239,189,0,0,500,370,517,383,0,0,32,22,39,23,0,0,10,7,12,9,0,0,0,0,5,4,0,0,21,12,22,15,0,0,77,43,54,34,0,0,1766,1288
DEKALB,hh,narvie j harris elem,1545,751,1992,1297,0,0,25,12,35,8,0,0,2,1,7,4,0,0,5,3,8,5,0,0,1,0,3,2,0,0,18,8,32,14,0,0,149,46,151,82,2,1,3975,2234
DEKALB,hi,harris-margaret ,152,69,229,142,0,0,522,304,507,283,1,1,62,28,75,31,0,0,38,20,55,33,0,0,2,1,1,1,0,0,17,10,27,16,0,0,106,44,115,51,0,0,1909,1034
DEKALB,ia,idlewood elem (tuc),579,259,687,404,0,0,268,173,327,219,0,0,80,30,76,26,0,0,22,12,28,17,0,0,1,0,5,5,0,0,34,12,31,16,0,0,110,40,107,41,0,0,2355,1254
DEKALB,ib,indian creek,582,213,591,300,0,0,204,107,212,131,3,0,141,25,109,21,1,0,16,4,16,3,0,0,2,2,4,1,0,0,45,13,36,11,0,0,150,34,120,36,5,0,2237,901
DEKALB,ja,johnson estates (atl),22,19,21,13,0,0,662,491,677,511,2,1,19,13,22,15,0,0,18,9,23,18,0,0,0,0,1,1,0,0,4,3,12,6,0,0,83,53,82,62,0,0,1648,1215
DEKALB,jb,jolly elem,990,419,1006,532,0,0,282,165,360,238,0,0,171,63,136,59,0,0,21,6,14,4,0,0,1,1,2,0,0,0,75,26,72,28,0,0,164,51,175,54,5,1,3474,1647
DEKALB,ka,kelley lake elem,1118,452,1413,801,0,0,110,57,127,60,0,0,3,0,5,1,0,0,8,4,5,3,0,0,5,1,1,0,0,0,15,6,12,7,0,0,138,35,119,50,2,0,3081,1477
DEKALB,kb,kingsley elem (dun),30,16,29,21,0,0,980,711,1157,852,0,0,38,26,48,32,0,0,16,6,30,23,0,0,2,1,1,0,0,0,18,17,11,9,0,0,87,50,97,55,2,0,2546,1819
DEKALB,kc,kelley chapel road,535,323,605,450,0,0,19,12,25,12,0,0,2,0,2,1,0,0,0,0,5,1,0,0,3,2,0,0,0,0,8,5,7,2,0,0,50,16,22,8,1,0,1284,832
DEKALB,kd,king-ml king jr high,1808,1140,2247,1649,1,1,25,16,33,16,0,0,7,5,6,4,0,0,5,2,13,7,0,0,2,0,3,1,0,0,19,12,43,30,0,0,197,88,164,83,3,0,4576,3054
DEKALB,ke,knollwood,806,340,1024,604,0,0,191,116,246,170,0,0,4,1,6,3,0,0,19,11,19,14,0,0,1,0,3,2,0,0,23,9,20,10,0,0,127,47,97,40,5,2,2591,1369
DEKALB,kg,kittredge elem ,52,36,56,43,0,0,835,604,919,691,0,0,32,23,42,26,0,0,21,13,26,17,0,0,1,1,1,1,0,0,17,10,7,3,0,0,94,60,83,55,1,1,2187,1584
DEKALB,la,lakeside high,132,64,143,75,0,0,1178,895,1289,1007,0,0,74,46,76,52,0,0,24,13,43,21,0,0,4,1,1,0,0,0,18,7,34,21,0,0,131,74,104,64,1,0,3252,2340
DEKALB,lb,lavista road,57,29,88,48,0,0,832,536,937,604,1,1,30,17,60,37,0,0,22,14,21,16,0,0,3,2,1,1,0,0,28,18,23,11,0,0,142,56,136,55,1,0,2382,1445
DEKALB,lc,lavista,336,141,372,190,0,0,1018,580,935,533,0,0,81,27,78,42,0,0,76,34,85,42,0,0,4,1,2,2,0,0,34,14,47,18,0,0,243,88,224,95,2,0,3537,1807
DEKALB,ld,lithonia (lit),479,185,781,440,0,0,32,14,58,26,0,0,2,0,1,0,0,0,23,10,20,7,0,0,1,0,1,0,0,0,10,1,27,10,0,0,71,17,63,24,2,0,1571,734
DEKALB,le,lin-mary lin elem (atl),83,44,85,55,0,0,1174,802,1369,964,0,0,42,27,50,34,0,0,36,23,54,35,0,0,2,0,1,1,0,0,33,24,32,22,0,0,184,107,188,103,1,0,3334,2241
DEKALB,lh,lithonia high,1173,504,1755,1007,0,0,23,5,33,15,0,0,1,1,4,3,0,0,13,4,18,8,0,0,4,0,4,2,0,0,35,10,49,24,0,0,143,38,151,51,0,0,3406,1672
DEKALB,lv,livsey elem,53,36,60,48,0,0,466,350,512,409,0,0,43,23,48,33,0,0,29,21,27,20,0,0,1,0,0,0,0,0,13,9,20,16,0,0,60,32,42,28,0,0,1374,1025
DEKALB,ma,miller-eldridge l ,1284,606,1556,982,1,0,75,36,83,39,0,0,6,0,9,4,0,0,31,9,35,14,0,0,2,1,5,0,0,0,22,9,45,22,0,0,120,31,151,64,0,0,3425,1817
DEKALB,mb,mcnair high,974,474,1187,773,2,0,685,434,604,404,0,0,18,11,20,10,0,0,50,26,53,32,0,0,2,0,3,1,0,0,55,23,46,29,0,0,241,107,212,116,0,0,4152,2440
DEKALB,mc,marbut elem,1507,635,2223,1335,0,0,17,3,29,15,0,0,5,3,4,0,0,0,10,3,20,5,0,0,1,0,3,3,0,0,18,6,33,13,0,0,182,43,178,70,2,0,4232,2134
DEKALB,md,mcnair,850,361,969,561,0,0,215,133,261,182,0,0,10,8,8,7,0,0,15,13,7,3,0,0,9,1,3,1,0,0,23,12,23,11,0,0,130,41,130,65,1,0,2654,1399
DEKALB,me,mclendon,384,159,515,283,0,0,890,549,1071,734,0,0,104,35,100,40,0,0,40,24,74,46,0,0,9,3,3,1,0,0,44,20,55,30,0,0,168,74,177,78,1,0,3635,2076
DEKALB,mf,mcwilliams,933,522,1233,852,0,0,14,5,24,12,0,0,6,1,5,2,0,0,6,0,7,2,0,0,2,0,1,0,0,0,20,8,17,15,0,0,102,43,90,44,0,0,2460,1506
DEKALB,mg,medlock,67,35,89,53,0,0,787,544,1022,737,0,0,30,20,44,27,0,0,36,24,24,19,0,0,0,0,2,2,0,0,21,10,33,23,0,0,95,48,99,51,0,0,2349,1593
DEKALB,mh,midvale elem,96,75,92,65,0,0,1018,766,1125,837,0,0,70,36,71,42,0,0,30,16,44,30,0,0,0,0,3,3,0,0,28,19,29,13,0,0,85,48,97,65,0,0,2788,2015
DEKALB,mi,miller grove,1632,637,2317,1214,2,0,45,15,51,20,0,0,4,1,9,2,0,0,21,4,21,6,0,0,7,2,3,0,0,0,29,8,71,31,0,0,200,57,241,80,4,0,4657,2077
DEKALB,mj,montclair elem,419,200,571,281,1,0,337,166,318,154,0,0,63,33,67,25,0,0,87,25,86,40,0,0,4,1,0,0,0,0,31,11,34,14,0,0,150,43,165,66,1,1,2334,1060
DEKALB,mk,montreal,375,167,544,351,0,0,521,316,600,400,0,0,84,40,92,29,0,0,45,22,54,28,0,0,2,0,3,3,0,0,21,11,31,16,1,0,120,40,125,54,0,0,2618,1477
DEKALB,ml,meadowview,1320,586,1525,907,2,0,176,92,179,93,0,0,3,1,6,3,0,0,17,9,29,18,0,0,4,2,0,0,0,0,27,7,35,22,0,0,151,45,133,64,0,0,3607,1849
DEKALB,mn,memorial south,1049,340,1337,581,2,0,111,54,98,54,0,0,47,12,39,15,0,0,16,5,23,8,0,0,4,1,3,2,0,0,35,11,43,13,0,0,166,38,162,48,1,0,3136,1182
DEKALB,mo,midway,1025,334,1217,569,0,0,247,136,335,207,0,0,7,3,9,1,0,0,31,10,27,14,0,0,4,1,4,3,0,0,30,11,29,12,0,0,140,21,135,47,2,0,3242,1369
DEKALB,mp,mcnair academy,535,257,627,384,0,0,222,153,280,196,0,0,9,6,3,3,0,0,6,4,8,6,0,0,1,0,4,4,0,0,20,12,16,11,0,0,100,37,95,51,0,0,1926,1124
DEKALB,mq,mount vernon east ,50,31,47,35,0,0,1045,773,1104,832,0,0,47,25,59,37,0,0,15,8,21,16,0,0,3,3,0,0,0,0,22,9,20,17,0,0,111,65,124,69,0,0,2668,1920
DEKALB,mr,mathis-bob mathis ,1075,624,1279,950,0,0,58,38,73,48,1,0,5,1,4,0,0,0,9,4,10,5,0,0,1,1,0,0,0,0,19,9,27,16,0,0,104,32,85,41,1,0,2751,1769
DEKALB,ms,mount vernon west ,38,29,63,41,0,0,838,612,937,704,0,0,57,25,65,37,0,0,22,14,29,14,0,0,1,1,3,1,0,0,18,9,17,8,0,0,107,66,108,67,0,0,2303,1628
DEKALB,mt,metropolitan (atl),592,260,679,436,0,0,798,566,803,586,0,0,27,20,30,26,0,0,32,18,35,28,0,0,1,0,1,1,0,0,31,21,30,20,0,0,206,100,173,101,0,0,3438,2183
DEKALB,mu,montgomery elem  ,65,41,84,65,0,0,909,640,969,692,0,0,40,26,57,36,0,0,25,14,25,12,0,0,0,0,2,2,0,0,24,14,18,9,0,0,123,68,110,66,0,0,2451,1685
DEKALB,mv,miller grove road,851,477,1069,759,0,0,25,12,29,16,0,0,1,0,3,1,0,0,4,2,7,1,0,0,1,0,1,0,0,0,9,3,20,11,0,0,76,24,77,33,0,0,2173,1339
DEKALB,mw,midvale road,330,160,565,340,1,1,280,179,394,260,0,0,57,30,45,27,0,0,26,13,25,17,0,0,1,0,2,1,0,0,19,6,25,11,0,0,103,35,105,46,1,1,1979,1127
DEKALB,mz,miller grove high,1159,382,1812,939,0,0,24,9,23,7,0,0,8,1,6,2,0,0,13,4,15,7,0,0,1,0,4,2,0,0,22,8,33,13,0,0,139,25,173,43,2,1,3434,1443
DEKALB,nb,north decatur,257,117,385,216,0,0,443,235,604,365,1,0,49,12,70,22,0,0,27,15,22,10,0,0,3,1,5,1,0,0,20,10,24,14,1,0,98,40,121,50,0,0,2130,1108
DEKALB,nc,north hairston,681,312,888,507,0,0,161,109,181,110,0,0,48,10,40,10,0,0,18,11,14,10,0,0,1,0,0,0,0,0,27,12,37,19,0,0,120,37,94,45,0,0,2310,1192
DEKALB,nd,northlake,41,29,48,41,0,0,502,353,623,459,1,1,43,25,41,26,1,0,21,16,15,11,0,0,0,0,0,0,0,0,24,14,22,12,0,0,69,34,60,42,0,0,1511,1063
DEKALB,nf,north peachtree ,211,81,241,104,0,0,438,277,462,317,0,0,49,26,49,27,0,0,112,38,122,45,0,0,1,0,1,1,0,0,13,4,25,9,0,0,100,29,92,38,0,0,1916,996
DEKALB,oa,oak grove elem,96,44,91,51,0,0,810,602,814,602,0,0,83,64,95,77,0,0,26,17,33,15,0,0,1,0,0,0,0,0,20,16,32,20,0,0,109,58,91,53,0,0,2301,1619
DEKALB,ob,oakcliff elem,204,84,199,99,0,0,259,158,225,143,0,0,245,112,194,90,0,0,198,81,204,106,0,0,1,1,2,2,0,0,28,12,32,18,0,0,147,50,105,35,1,0,2044,991
DEKALB,ok,oakhurst (dec),316,141,420,286,0,0,861,654,956,769,0,0,24,21,35,27,0,0,17,14,29,25,0,0,1,1,1,1,0,0,24,14,23,15,0,0,135,91,122,86,0,0,2964,2145
DEKALB,ov,oak view elem,1840,850,2460,1529,1,1,37,14,47,15,0,0,5,2,6,1,0,0,10,4,30,12,0,0,7,2,1,1,0,0,41,8,47,21,0,0,203,67,202,95,3,0,4940,2622
DEKALB,pa,peachcrest,745,238,965,476,0,0,205,106,230,142,1,1,9,3,10,3,0,0,25,13,13,6,0,0,2,0,0,0,0,0,27,10,33,11,0,0,125,34,93,36,3,0,2486,1079
DEKALB,pb,peachtree middle ,466,208,715,435,0,0,693,396,945,576,0,0,86,47,135,74,0,0,61,28,104,57,0,0,0,0,0,0,0,0,36,19,46,29,0,0,211,75,260,130,0,0,3758,2074
DEKALB,pc,princeton elem,905,475,1150,756,1,0,35,19,41,21,0,0,0,0,1,0,0,0,9,2,13,9,0,0,3,0,1,0,0,0,14,4,22,14,0,0,99,32,87,39,1,0,2382,1371
DEKALB,pe,pine lake (pin),28,13,53,32,0,0,145,110,290,227,0,0,1,0,3,2,0,0,7,3,10,7,0,0,0,0,1,0,0,0,4,3,10,5,0,0,32,11,24,18,0,0,608,431
DEKALB,pf,pleasantdale road,1133,433,1336,626,0,0,476,280,515,277,0,0,69,25,72,29,0,0,172,61,242,118,0,0,3,0,2,1,0,0,65,31,73,35,0,0,252,66,265,91,2,0,4677,2073
DEKALB,pg,ponce de leon (dec),319,129,479,278,0,0,686,519,873,679,0,0,15,9,25,18,0,0,16,11,26,18,0,0,0,0,2,1,0,0,23,8,45,25,0,0,106,64,105,72,2,0,2722,1831
DEKALB,ph,panola,579,323,645,422,0,0,25,12,41,23,0,0,2,1,6,2,0,0,8,2,17,9,0,0,0,0,2,1,0,0,12,5,16,9,0,0,71,22,65,26,0,0,1489,857
DEKALB,pi,panola way elem,791,308,1152,595,0,0,31,12,28,13,0,0,2,1,2,0,0,0,16,6,8,3,0,0,0,0,2,0,0,0,19,6,18,8,0,0,103,18,101,30,2,1,2275,1001
DEKALB,pn,piney grove,556,174,779,390,1,0,181,120,164,114,0,0,6,2,7,7,0,0,9,5,11,6,0,0,1,1,1,1,0,0,15,5,25,12,0,0,77,19,74,36,1,0,1908,892
DEKALB,pr,panola road,841,376,1398,895,1,0,10,3,21,9,0,0,3,0,3,2,0,0,5,3,9,6,0,0,3,0,1,0,0,0,15,5,23,11,0,0,111,23,131,59,0,0,2575,1392
DEKALB,ra,rainbow elem,1390,712,1857,1251,0,0,58,33,61,33,0,0,10,4,9,4,0,0,12,3,16,6,0,0,4,1,2,1,0,0,27,15,32,16,0,0,121,38,144,72,1,0,3744,2189
DEKALB,rc,redan elem,1136,592,1397,960,0,0,24,11,22,14,0,0,3,2,6,2,0,0,14,3,12,7,0,0,0,0,1,0,0,0,31,11,37,17,0,0,134,51,148,79,1,0,2966,1749
DEKALB,rd,rehoboth,70,42,92,69,0,0,561,422,741,545,0,0,30,17,31,22,0,0,26,20,35,29,0,0,2,1,3,3,0,0,19,10,18,13,0,0,87,37,65,44,0,0,1780,1274
DEKALB,re,rockbridge elem,1278,456,1682,796,1,0,163,84,196,115,0,0,13,5,23,8,0,0,13,4,33,11,0,0,2,0,6,1,0,0,30,8,40,18,0,0,163,41,161,44,1,0,3805,1591
DEKALB,rf,rock chapel elem,1025,544,1325,879,0,0,44,24,40,26,0,0,6,2,7,2,0,0,11,5,16,8,0,0,3,1,0,0,0,0,16,3,27,16,0,0,125,35,139,69,0,0,2784,1614
DEKALB,rg,rowland elem,1290,472,1722,897,1,0,131,66,165,75,0,0,17,10,18,6,0,0,31,13,34,17,0,0,3,0,2,0,0,0,37,10,49,18,0,0,164,42,164,72,5,0,3833,1698
DEKALB,rh,redan-trotti library,1428,630,1922,1227,3,0,29,14,24,16,0,0,4,2,7,2,0,0,6,2,14,8,0,0,2,2,4,3,0,0,29,7,35,15,0,0,169,41,167,66,2,1,3845,2036
DEKALB,ri,rockbridge road,1381,878,1739,1251,0,0,68,44,101,64,0,0,11,3,10,4,0,0,15,6,19,10,0,0,3,2,0,0,0,0,32,11,48,26,0,0,153,63,176,95,0,0,3756,2457
DEKALB,rj,rowland road,748,396,824,527,0,0,110,68,103,62,0,0,19,10,22,9,0,0,9,1,10,2,0,0,3,1,0,0,0,0,16,8,34,19,0,0,79,31,72,33,1,0,2050,1167
DEKALB,rk,redan road,1015,468,1402,847,1,0,34,22,52,31,0,0,1,0,4,3,0,0,8,2,12,7,0,0,1,1,4,2,0,0,17,6,24,13,0,0,119,35,110,50,0,0,2804,1487
DEKALB,rl,rock chapel road,1368,793,1753,1237,2,0,133,74,129,70,0,0,8,2,15,8,0,0,22,8,22,11,0,0,2,0,3,1,0,0,36,17,40,19,0,0,191,72,182,96,1,0,3907,2408
DEKALB,rm,redan middle,936,483,1201,784,0,0,35,22,63,38,0,0,4,1,7,2,0,0,3,1,10,4,0,0,1,1,2,2,0,0,11,5,33,14,0,0,98,30,111,62,0,0,2515,1449
DEKALB,rn,renfroe (dec),141,78,218,151,0,0,480,378,584,464,0,0,8,7,18,12,0,0,10,8,21,15,0,0,0,0,2,1,0,0,12,5,13,9,0,0,69,51,78,60,1,0,1655,1239
DEKALB,sa,sagamore hills elem,54,43,65,46,0,0,1151,875,1252,997,0,0,60,38,93,68,0,0,33,24,32,20,0,0,0,0,0,0,0,0,19,13,16,8,0,0,99,57,101,70,0,0,2975,2259
DEKALB,sb,scott,137,75,201,123,0,0,877,593,1068,723,0,0,42,24,71,40,0,0,31,24,45,31,1,0,4,3,1,1,0,0,25,18,21,15,1,1,128,66,135,65,0,0,2788,1802
DEKALB,sc,shaw-robert shaw ,719,319,1020,613,0,0,309,199,351,246,0,0,28,14,31,18,0,0,26,19,27,16,0,0,2,0,6,2,0,0,34,15,39,24,0,0,141,37,131,66,0,0,2864,1588
DEKALB,sd,stone mountain elem,551,294,670,456,0,0,326,199,512,318,0,0,6,2,12,5,0,0,16,6,24,10,0,0,2,0,0,0,0,0,13,6,23,14,0,0,103,42,78,48,0,0,2336,1400
DEKALB,se,silver lake (bhavn),242,115,302,179,0,0,1805,1087,1934,1186,0,0,68,39,96,57,0,0,70,31,85,51,0,0,5,3,0,0,0,0,58,31,48,24,0,0,304,138,286,136,3,1,5306,3078
DEKALB,sf,skyland (bhavn),78,40,56,30,0,0,728,500,718,501,0,0,43,24,40,25,0,0,61,21,41,25,0,0,0,0,1,0,0,0,15,8,19,11,0,0,122,55,88,58,0,0,2010,1298
DEKALB,sg,snapfinger elem,713,413,879,617,0,0,50,32,59,44,0,0,2,1,3,1,0,0,10,6,12,9,0,0,3,0,0,0,0,0,9,4,18,11,0,0,69,22,59,26,3,0,1889,1186
DEKALB,sh,smoke rise,292,217,331,247,0,0,571,426,623,466,1,1,40,16,37,18,0,0,13,9,12,6,0,0,1,1,2,1,0,0,17,11,23,15,0,0,75,43,85,56,0,0,2123,1533
DEKALB,si,stn mtn middle,1073,302,1451,483,0,0,119,59,133,64,0,0,19,6,13,3,0,0,22,6,40,10,0,0,0,0,2,0,0,0,36,9,52,13,0,0,155,30,167,44,3,0,3285,1029
DEKALB,sj,stone mill elem,1240,362,1713,690,0,0,125,56,137,67,0,0,15,5,25,6,0,0,34,12,50,18,0,0,6,0,6,1,0,0,32,3,49,12,0,0,168,32,158,45,4,0,3762,1309
DEKALB,sk,shadow rock elem,1538,900,2083,1468,0,0,43,21,55,30,0,0,16,8,18,6,0,0,13,5,8,4,0,0,2,0,2,0,0,0,26,12,52,30,0,0,159,58,185,96,0,0,4200,2638
DEKALB,sl,stoneview elem,583,197,921,468,0,0,58,21,60,24,0,0,1,0,4,2,0,0,15,5,22,8,0,0,1,0,3,0,0,0,14,2,21,13,0,0,99,16,99,24,1,0,1902,780
DEKALB,sm,salem middle,1351,821,1719,1251,2,0,23,10,40,24,0,0,0,0,4,1,0,0,6,3,6,2,0,0,1,0,1,0,0,0,18,8,27,12,0,0,126,49,137,78,0,0,3461,2259
DEKALB,sn,shamrock,59,35,84,58,0,0,547,396,632,466,0,0,61,33,53,32,0,0,12,9,17,14,0,0,2,0,2,0,0,0,32,20,26,16,0,0,70,39,94,55,0,0,1691,1173
DEKALB,so,south deshon,1184,591,1793,1170,0,0,28,16,42,26,0,0,1,0,7,3,0,0,12,2,31,16,0,0,4,0,5,3,0,0,34,11,34,17,0,0,138,44,150,67,2,0,3465,1966
DEKALB,sp,stone mtn champion ,987,388,1304,713,0,0,134,76,145,80,0,0,14,2,20,7,0,0,24,6,30,11,0,0,4,1,6,1,0,0,36,12,48,21,0,0,174,40,138,48,0,0,3064,1406
DEKALB,sq,stone mtn   (sto),427,156,683,341,0,0,182,119,214,140,0,0,4,2,3,0,0,0,11,3,15,6,0,0,2,0,0,0,0,0,19,4,20,8,0,0,73,22,81,25,0,0,1734,826
DEKALB,sr,snapfinger road n,978,389,1219,731,0,0,62,27,80,38,0,0,3,0,5,0,0,0,10,3,17,6,0,0,0,0,3,0,0,0,17,4,21,6,0,0,113,22,102,39,1,0,2631,1265
DEKALB,ss,snapfinger road s,740,428,941,664,1,0,23,15,36,20,0,0,3,1,3,3,0,0,4,0,5,2,0,0,1,0,1,0,0,0,12,8,15,10,0,0,73,26,67,33,0,0,1925,1210
DEKALB,st,stephenson middle,1353,754,1672,1133,0,0,92,57,98,55,0,0,4,3,6,1,0,0,24,8,28,16,0,0,2,1,2,2,0,0,29,13,53,30,0,0,162,60,146,82,1,0,3672,2215
DEKALB,su,south hairston,1432,657,1808,1063,0,0,72,36,73,45,0,0,3,1,6,2,0,0,17,5,23,11,0,0,4,1,5,2,0,0,35,16,42,20,0,0,155,45,161,71,1,0,3837,1975
DEKALB,sv,stephenson high,1262,691,1586,1066,2,0,89,45,89,57,0,0,10,4,10,7,0,0,16,7,20,7,0,0,6,1,2,0,0,0,32,11,46,23,0,0,147,50,135,61,0,0,3452,2030
DEKALB,sw,stonecrest library ,1088,516,1892,1168,0,0,48,16,59,28,0,0,4,1,6,3,0,0,19,10,22,8,0,0,2,1,0,0,0,0,25,10,40,19,0,0,157,49,212,96,0,0,3574,1925
DEKALB,ta,terry mill,812,355,1059,687,0,0,271,176,259,166,0,0,10,8,7,4,0,0,21,19,29,21,0,0,2,0,0,0,0,0,22,11,27,21,0,0,135,67,113,64,0,0,2767,1599
DEKALB,tc,toney elem,678,278,771,497,1,1,59,33,61,41,0,0,2,1,3,1,0,0,5,0,10,5,0,0,2,1,2,1,0,0,10,2,14,8,0,0,82,20,63,32,0,0,1763,921
DEKALB,tf,tucker,235,128,255,167,0,0,1143,792,1284,927,0,0,64,30,83,53,0,0,66,36,105,63,0,0,3,2,1,1,0,0,35,25,37,23,0,0,134,65,154,94,0,0,3599,2406
DEKALB,tg,tilly mill road (dun),22,17,24,17,0,0,578,423,691,511,0,0,19,9,39,16,0,0,16,11,23,15,0,0,2,0,2,1,0,0,20,12,21,11,1,0,81,46,57,38,0,0,1596,1127
DEKALB,th,tucker library,333,152,500,287,0,0,615,419,770,552,0,0,76,38,77,46,0,0,44,17,58,25,0,0,3,2,3,1,0,0,31,12,36,20,0,0,143,65,142,80,0,0,2831,1716
DEKALB,vb,valley brook,75,39,104,69,0,0,288,199,353,242,1,0,28,14,39,25,0,0,24,6,23,11,0,0,1,1,1,1,0,0,16,7,12,8,0,0,46,21,53,36,0,0,1064,679
DEKALB,wa,wadsworth,1180,487,1462,857,0,0,81,51,115,68,0,0,2,2,5,2,0,0,14,7,15,7,0,0,3,0,2,0,0,0,21,11,19,8,0,0,154,34,123,57,2,0,3198,1591
DEKALB,wb,wesley chapel ,1118,693,1444,1034,0,0,25,13,31,16,0,0,3,1,1,1,0,0,6,2,12,5,0,0,0,0,3,2,0,0,21,7,16,7,0,0,96,47,95,51,0,0,2871,1879
DEKALB,wd,woodrow road,1178,513,1794,1008,1,0,47,24,59,36,0,0,3,0,4,2,0,0,10,3,11,4,0,0,1,0,1,0,0,0,25,9,33,12,0,0,154,47,129,47,1,0,3451,1705
DEKALB,wf,winnona park  (dec),118,62,133,90,0,0,690,517,847,653,1,1,18,12,48,35,0,0,27,19,13,10,0,0,0,0,1,1,0,0,25,16,33,26,1,0,74,46,79,53,0,0,2108,1541
DEKALB,wg,woodridge elem,1323,594,1774,1093,0,0,87,43,101,58,0,0,19,5,19,9,0,0,16,5,32,16,0,0,2,1,0,0,0,0,29,12,49,25,0,0,174,50,145,55,1,0,3771,1966
DEKALB,wi,warren tech,161,79,188,107,0,0,344,229,368,260,0,0,32,18,32,16,0,0,47,17,66,25,0,0,3,1,1,0,0,0,16,7,18,12,0,0,67,24,78,36,0,0,1421,831
DEKALB,wj,woodward (bhavn),287,147,373,237,0,0,774,461,742,448,1,1,90,49,85,50,0,0,64,20,55,25,0,0,3,1,0,0,0,0,24,11,63,33,0,0,160,65,176,76,0,0,2897,1624
DEKALB,wk,white oak,1104,423,1448,734,0,0,45,16,56,24,0,0,5,0,3,2,0,0,20,7,12,3,0,0,1,0,3,1,0,0,27,9,45,18,0,0,139,32,119,46,4,1,3031,1316
DEKALB,wl,winters chapel (dun),46,35,55,44,0,0,503,381,548,409,0,0,36,16,50,29,0,0,19,12,23,16,0,0,1,0,0,0,0,0,16,9,9,5,0,0,65,28,68,37,0,0,1439,1021
DEKALB,wn,wynbrooke elem,1255,781,1524,1087,1,0,110,51,114,74,0,0,13,5,16,8,0,0,15,4,20,12,0,0,0,0,1,0,0,0,28,15,45,27,0,0,162,69,175,89,0,0,3479,2222
DEKALB,ya,young road,714,423,914,646,0,0,23,17,34,18,0,0,2,1,4,0,0,0,9,5,18,7,0,0,2,0,0,0,0,0,13,3,26,15,0,0,66,22,79,32,1,0,1905,1189
LOWNDES,1,hahira,266,118,356,212,0,0,1932,1196,2230,1295,1,1,16,5,17,8,0,0,34,9,45,15,0,0,6,2,6,1,0,0,27,16,25,16,0,0,105,34,97,34,1,0,5164,2962
LOWNDES,2,trinity,1634,722,2077,1191,2,0,3249,1575,3670,1704,7,1,86,22,136,56,0,0,193,57,228,68,0,0,13,4,20,6,0,0,160,45,185,70,0,0,331,104,323,80,6,4,12320,5709
